id,krisha_id,krisha_uuid,categories,area,url,price,address,short_description,tags,published,parse_datetime,city,district,microdistrict,street,house_number,corpus_number,longitude,latitude
30,678891415,,3-комнатная квартира,91 м²,https://krisha.kz/a/show/678891415,от 75530000 〒,"Алматы, Бостандыкский р-н, Жарокова 370","жил. комплекс Aqtolqyn Grand, 12 этажей, 2024 г.п., потолки 3м., санузел 2 с/у и более, Преимущества:",Ипотека,1 июля,2024-07-01 10:58:57.000000,Алматы,Бостандыкский р-н,,Жарокова,370.0,,76.8983694424497,43.2496058502876
16,693016919,,1-комнатная квартира,47.43 м²,https://krisha.kz/a/show/693016919,от 25517340 〒,"Алматы, Ауэзовский р-н, Райымбека","13 этажей, 2025 г.п., потолки 3м., санузел совмещенный, Жилой комплекс River City в Алматы – это идеальный вариант для комфортной жизни в окружении всей необходимо…","Ипотека, 0% Рассрочка",1 июля,2024-07-01 10:58:03.000000,Алматы,Ауэзовский р-н,,Райымбека,,,76.8912229673712,43.2576842848111
17,669354278,,4-комнатная квартира,170.3 м²,https://krisha.kz/a/show/669354278,от 152418500 〒,"Алматы, Бостандыкский р-н, Аль-Фараби 5г","жил. комплекс Orion 3, 33 этажа, 2024 г.п., потолки 2.95м., санузел 2 с/у и более, ORION III – это проект нового времени, в котором соединились важные составляющие современной городск…","Ипотека, 0% Рассрочка",1 июля,2024-07-01 10:58:57.000000,Алматы,Бостандыкский р-н,,Аль-Фараби,5.0,г,76.9726854083708,43.2806297213495
18,686956052,,2-комнатная квартира,73.4 м²,https://krisha.kz/a/show/686956052,от 23488000 〒,"Алматы, Алатауский р-н, Момышулы, севернее ул. Монке би","жил. комплекс Каспий, 5 этажей, 2023 г.п., потолки 3м., санузел 2 с/у и более, О проектеМногофункциональный современный жилой комплекс «Каспий» - проект застройщик…","7-20-25, Ипотека, 0% Рассрочка",1 июля,2024-07-01 10:58:57.000000,Алматы,Алатауский р-н,,"Момышулы, севернее ул. Монке би",,,76.8429131848556,43.353478399842
19,691234304,,3-комнатная квартира,89.5 м²,https://krisha.kz/a/show/691234304,от 62650000 〒,"Алматы, Наурызбайский р-н, ​Герольда Бельгера 1Б","жил. комплекс Dolce Vita Residence, 3 этажа, 2020 г.п., потолки 3.2м., санузел раздельный, Роскошный ЖК Dolce Vita Residence – комплекс малой этажности, который относится к элитной категори…",,30 июня,2024-07-01 10:58:57.000000,Алматы,Наурызбайский р-н,,​Герольда Бельгера,1.0,Б,,
20,671256620,,3-комнатная квартира,82.9 м²,https://krisha.kz/a/show/671256620,от 77926000 〒,"Алматы, Бостандыкский р-н, Розыбакиева — Ескараева","жил. комплекс Estet, 16 этажей, 2024 г.п., потолки 3м., санузел совмещенный, ESTET – жилой комплекс с развитой внутренней и внешней инфраструктурой, собственным парком 1,4 га, комплексной системо…","Ипотека, 0% Рассрочка",30 июня,2024-07-01 10:58:57.000000,Алматы,Бостандыкский р-н,,Розыбакиева — Ескараева,,,76.8920181868796,43.2243138268081
21,671256626,,2-комнатная квартира,86.4 м²,https://krisha.kz/a/show/671256626,от 89424000 〒,"Алматы, Бостандыкский р-н, Розыбакиева — Ескараева","жил. комплекс Estet, 16 этажей, 2024 г.п., потолки 3м., санузел 2 с/у и более, ESTET – жилой комплекс с развитой внутренней и внешней инфраструктурой, собственным парком 1,4 га, комплексно…","Ипотека, 0% Рассрочка",30 июня,2024-07-01 10:58:57.000000,Алматы,Бостандыкский р-н,,Розыбакиева — Ескараева,,,76.8920181868796,43.2243138268081
23,675066311,,1-комнатная квартира,28.1 м²,https://krisha.kz/a/show/675066311,от 11802000 〒,"Алматы, Алатауский р-н, ул. Момышулы, севернее ул. Монке би","жил. комплекс Каспий, 5 этажей, 2023 г.п., потолки 3м., санузел совмещенный, 3-очередьМногофункциональный современный жилой комплекс «Каспий» - пр…","7-20-25, Ипотека, 0% Рассрочка",30 июня,2024-07-01 10:58:57.000000,Алматы,Алатауский р-н,,"Момышулы, севернее ул. Монке би",,,76.8429131848556,43.353478399842
24,688394385,,1-комнатная квартира,43.26 м²,https://krisha.kz/a/show/688394385,от 47586000 〒,"Алматы, Минина","жил. комплекс Boulevard Residence, 12 этажей, 2024 г.п., потолки 3м., санузел совмещенный, Преимущества:",,1 июля,2024-07-01 10:58:57.000000,Алматы,,,Минина,,,76.9247461543507,43.2352517317089
25,694704250,,1-комнатная квартира,41.67 м²,https://krisha.kz/a/show/694704250,от 25202016 〒,"Алматы, Турксибский р-н, Тараз 8/1","6 этажей, 2025 г.п., потолки 3м., санузел совмещенный, Dream city - это бигвилль у ""Восточных ворот"" города Алматы, где природа и современный стиль жизни сочетаются в гармонии. Городок разделен н…",0% Рассрочка,1 июля,2024-07-01 10:58:57.000000,Алматы,Турксибский р-н,,Тараз,8.0,1,76.7874796411458,43.2010891749328
26,685138765,,3-комнатная квартира,92.71 м²,https://krisha.kz/a/show/685138765,от 35681575 〒,"Алматы, Алатауская трасса 33ж","жил. комплекс Nova 23, 3 этажа, 2024 г.п., потолки 3м., санузел 2 с/у и более, NOVA 23 — это прогрессивный формат жилья, где вы сможете наслаждаться городским комфортом на природе…","Ипотека, 0% Рассрочка",1 июля,2024-07-01 10:58:57.000000,Алматы,,,Алатауская трасса,33.0,ж,,
27,684283317,,2-комнатная квартира,54.9 м²,https://krisha.kz/a/show/684283317,от 34861500 〒,"Алматы, Жетысуский р-н, Райымбека — Суюнбая","жил. комплекс Rams Saiahat, 16 этажей, 2025 г.п., потолки 3м., санузел совмещенный, Преимущества:","Ипотека, 0% Рассрочка",30 июня,2024-07-01 10:58:57.000000,Алматы,Жетысуский р-н,,Райымбека — Суюнбая,,,76.8912229673712,43.2576842848111
28,684283320,,4-комнатная квартира,116.6 м²,https://krisha.kz/a/show/684283320,от 70193200 〒,"Алматы, Жетысуский р-н, Райымбека — Суюнбая","жил. комплекс Rams Saiahat, 16 этажей, 2025 г.п., потолки 3м., санузел совмещенный, Преимущества:","Ипотека, 0% Рассрочка",1 июля,2024-07-01 10:58:57.000000,Алматы,Жетысуский р-н,,Райымбека — Суюнбая,,,76.8912229673712,43.2576842848111
29,669405788,,2-комнатная квартира,52.2 м²,https://krisha.kz/a/show/669405788,от 54810000 〒,"Алматы, Бостандыкский р-н, Аль-Фараби 41","жил. комплекс METROPOLE, 19 этажей, 2024 г.п., потолки 3м., санузел 2 с/у и более, Преимущества:","Ипотека, 0% Рассрочка",30 июня,2024-07-01 10:58:57.000000,Алматы,Бостандыкский р-н,,Аль-Фараби,41.0,,76.9726854083708,43.2806297213495
31,682695481,,2-комнатная квартира,60.5 м²,https://krisha.kz/a/show/682695481,от 39627500 〒,"Алматы, Наурызбайский р-н, мкр Таусамалы, Жандосова 70а","жил. комплекс Kamenka Park, 3 этажа, 2023 г.п., потолки 3м., санузел совмещенный, Современное название не собьет алматинцев с толку: Таусамалы – это всё та же зеленая Верхняя Каменк…",0% Рассрочка,30 июня,2024-07-01 10:58:57.000000,Алматы,Наурызбайский р-н,мкр Таусамалы,Жандосова,70.0,а,76.9063516573398,43.2347596563076
32,689777200,,2-комнатная квартира,87 м²,https://krisha.kz/a/show/689777200,от 95700000 〒,"Алматы, Бостандыкский р-н, Мусабаева 15","жил. комплекс Посольский, 3 этажа, 2019 г.п., потолки 3.2м., санузел раздельный, Осталось последние 4 квартиры!Выбирая качественное жилье - вы покупаете спокойствие, комфо…","Ипотека, 0% Рассрочка",1 июля,2024-07-01 10:58:57.000000,Алматы,Бостандыкский р-н,,Мусабаева,15.0,,76.8678487414737,43.1957038901549
33,682385941,,4-комнатная квартира,125.25 м²,https://krisha.kz/a/show/682385941,от 68887500 〒,"Алматы, Алатауский р-н, Бауыржана Момышулы — Монке би","жил. комплекс Arena Park, 12 этажей, 2024 г.п., потолки 2.7м., санузел 2 с/у и более, Преимущества:","Ипотека, 0% Рассрочка",1 июля,2024-07-01 10:58:57.000000,Алматы,Алатауский р-н,,Бауыржана Момышулы — Монке би,,,76.7990982703572,43.2726686728269
34,677521644,,2-комнатная квартира,76.13 м²,https://krisha.kz/a/show/677521644,от 59381400 〒,"Алматы, Ауэзовский р-н, Аскарова — Саина","жил. комплекс Apple Residence, 12 этажей, 2024 г.п., потолки 3м., санузел 2 с/у и более, Оригинальная новостройка по авторскому архитектурно-дизайнерскому проекту – жил…","Ипотека, 0% Рассрочка",1 июля,2024-07-01 10:58:57.000000,Алматы,Ауэзовский р-н,,Аскарова — Саина,,,76.8657944511096,43.1803774407482
35,690818131,,3-комнатная квартира,121.3 м²,https://krisha.kz/a/show/690818131,от 139495000 〒,"Алматы, Медеуский р-н, Сагадат Нурмагамбетова 28","жил. комплекс Meliora, 7 этажей, 2024 г.п., потолки 3.3м., санузел 2 с/у и более, Hayat Meliora — исключительный проект, объединяющий все необходимое для принципиально нового уров…",0% Рассрочка,1 июля,2024-07-01 10:58:57.000000,Алматы,Медеуский р-н,,Сагадат Нурмагамбетова,28.0,,,
36,677332428,,2-комнатная квартира,91.3 м²,https://krisha.kz/a/show/677332428,от 69388000 〒,"Алматы, Ауэзовский р-н, Аскарова — Саина","жил. комплекс Apple Residence, 12 этажей, 2024 г.п., потолки 3м., санузел 2 с/у и более, Оригинальная новостройка по авторскому архитектурно-дизайнерскому проекту – жил…","Ипотека, 0% Рассрочка",30 июня,2024-07-01 10:58:57.000000,Алматы,Ауэзовский р-н,,Аскарова — Саина,,,76.8657944511096,43.1803774407482
37,669582808,,3-комнатная квартира,76.53 м²,https://krisha.kz/a/show/669582808,от 31377300 〒,"Алматы, Алатауский р-н, мкр Аккент, мкр. Аккент","жил. комплекс Аккент, 16 этажей, 2023 г.п., потолки 2.6м., санузел совмещенный, Ипотека по программе ""7-20-25"" - Недоступна!Договор о предоставления…","Ипотека, 0% Рассрочка",1 июля,2024-07-01 10:59:50.000000,Алматы,Алатауский р-н,мкр Аккент,мкр. Аккент,,,,
38,671314142,,3-комнатная квартира,104.12 м²,https://krisha.kz/a/show/671314142,от 130500000 〒,"Алматы, Медеуский р-н, мкр Коктобе, Сагадат Нурмагамбетова 138/2","жил. комплекс Koktobe city, 5 этажей, 2023 г.п., потолки 3м., санузел 2 с/у и более, Расположение:","Ипотека, 0% Рассрочка",1 июля,2024-07-01 10:59:50.000000,Алматы,Медеуский р-н,мкр Коктобе,Сагадат Нурмагамбетова,138.0,2,,
39,689196240,,3-комнатная квартира,98.9 м²,https://krisha.kz/a/show/689196240,от 64522360 〒,"Алматы, Бостандыкский р-н, Жандосова — Розыбакиева","жил. комплекс Tumar, 9 этажей, 2025 г.п., потолки 3м., санузел 2 с/у и более, “TUMAR” - Уют, Комфорт, Безопасность! Современная концепция жизни в мегаполисе!",,1 июля,2024-07-01 10:59:50.000000,Алматы,Бостандыкский р-н,,Жандосова — Розыбакиева,,,76.9063516573398,43.2347596563076
40,694315193,,2-комнатная квартира,84.45 м²,https://krisha.kz/a/show/694315193,от 105562500 〒,"Алматы, Медеуский р-н, Керей Жанибек Хандар 29/5","жил. комплекс Seneca, 3 этажа, 2024 г.п., потолки 3.3м., санузел 2 с/у и более, Особенный дом…",0% Рассрочка,1 июля,2024-07-01 10:59:50.000000,Алматы,Медеуский р-н,,Керей Жанибек Хандар,29.0,5,,
41,682385937,,2-комнатная квартира,52.05 м²,https://krisha.kz/a/show/682385937,от 28939800 〒,"Алматы, Алатауский р-н, Бауыржана Момышулы — Монке би","жил. комплекс Arena Park, 12 этажей, 2024 г.п., потолки 2.7м., санузел совмещенный, Преимущества:","Ипотека, 0% Рассрочка",1 июля,2024-07-01 10:59:50.000000,Алматы,Алатауский р-н,,Бауыржана Момышулы — Монке би,,,76.7990982703572,43.2726686728269
42,689196239,,2-комнатная квартира,65.86 м²,https://krisha.kz/a/show/689196239,от 45114100 〒,"Алматы, Бостандыкский р-н, Жандосова — Розыбакиева","жил. комплекс Tumar, 9 этажей, 2025 г.п., потолки 3м., санузел совмещенный, “TUMAR” - Уют, Комфорт, Безопасность! Современная концепция жизни в мегаполисе!…",,1 июля,2024-07-01 10:59:50.000000,Алматы,Бостандыкский р-н,,Жандосова — Розыбакиева,,,76.9063516573398,43.2347596563076
43,692365937,,2-комнатная квартира,87.45 м²,https://krisha.kz/a/show/692365937,от 69960000 〒,"Алматы, Бостандыкский р-н, Абая 118","жил. комплекс Centrium, 9 этажей, 2024 г.п., потолки 3м., санузел 2 с/у и более, Centrium - представляет собой жилой квар…",Ипотека,30 июня,2024-07-01 10:59:50.000000,Алматы,Бостандыкский р-н,,Абая,118.0,,76.8797413831541,43.1661489932133
44,677075012,,1-комнатная квартира,29.04 м²,https://krisha.kz/a/show/677075012,от 19456800 〒,"Алматы, Алмалинский р-н, Ауэзова 2А","жил. комплекс Millennium Park, 16 этажей, 2024 г.п., потолки 2.9м., санузел совмещенный, Преимущества:💥Собственны…",0% Рассрочка,1 июля,2024-07-01 10:59:50.000000,Алматы,Алмалинский р-н,,Ауэзова,2.0,А,76.8854571891621,43.3275249838754
45,693016918,,1-комнатная квартира,44.42 м²,https://krisha.kz/a/show/693016918,от 23897960 〒,"Алматы, Ауэзовский р-н, Райымбека","13 этажей, 2025 г.п., потолки 3м., санузел совмещенный, Жилой комплекс River City в Алматы – это идеальный вариант для комфортной жизни в окружении всей необходимо…","Ипотека, 0% Рассрочка",1 июля,2024-07-01 10:59:50.000000,Алматы,Ауэзовский р-н,,Райымбека,,,76.8912229673712,43.2576842848111
46,669354281,,2-комнатная квартира,56.9 м²,https://krisha.kz/a/show/669354281,от 65378100 〒,"Алматы, Бостандыкский р-н, Аль-Фараби 5г","жил. комплекс Orion 3, 33 этажа, 2024 г.п., потолки 2.95м., санузел совмещенный, ORION III – это проект нового времени, в котором соединились важные составляющие современной городск…","Ипотека, 0% Рассрочка",1 июля,2024-07-01 10:59:50.000000,Алматы,Бостандыкский р-н,,Аль-Фараби,5.0,г,76.9726854083708,43.2806297213495
47,670685590,,2-комнатная квартира,76.3 м²,https://krisha.kz/a/show/670685590,от 71722000 〒,"Алматы, Алмалинский р-н, Манаса 109а","жил. комплекс LEGENDA, 16 этажей, 2025 г.п., потолки 3м., санузел 2 с/у и более, Особенный квартал LEGENDA расположен по проспекту Абая между улицами Манаса…","Ипотека, 0% Рассрочка",30 июня,2024-07-01 10:59:50.000000,Алматы,Алмалинский р-н,,Манаса,109.0,а,76.9070923307877,43.2422647307316
48,670678502,,2-комнатная квартира,69.8 м²,https://krisha.kz/a/show/670678502,от 51652000 〒,"Алматы, Бостандыкский р-н, Сатпаева 90/43а","жил. комплекс Riviera, 16 этажей, 2024 г.п., потолки 2.85м., санузел 2 с/у и более, Преимущества:","Ипотека, 0% Рассрочка",30 июня,2024-07-01 10:59:50.000000,Алматы,Бостандыкский р-н,,Сатпаева,90.0,43а,,
49,661569461,,4-комнатная квартира,151.2 м²,https://krisha.kz/a/show/661569461,от 145152000 〒,"Алматы, Бостандыкский р-н, Аль-Фараби 41","жил. комплекс METROPOLE, 19 этажей, 2024 г.п., потолки 3м., санузел 2 с/у и более, Преимущества:","Ипотека, 0% Рассрочка",30 июня,2024-07-01 10:59:50.000000,Алматы,Бостандыкский р-н,,Аль-Фараби,41.0,,76.9726854083708,43.2806297213495
50,687285729,,2-комнатная квартира,71.9 м²,https://krisha.kz/a/show/687285729,от 79090000 〒,"Алматы, Бостандыкский р-н, Аль-Фараби 116/1","жил. комплекс Aspen, 3 этажа, 2024 г.п., потолки 3.3м., санузел совмещенный, Жилой комплекс Aspen представляет собой элитную застройку из малоэтажных домо…","Ипотека, 0% Рассрочка",30 июня,2024-07-01 10:59:50.000000,Алматы,Бостандыкский р-н,,Аль-Фараби,116.0,1,76.9726854083708,43.2806297213495
51,688265083,,3-комнатная квартира,63.06 м²,https://krisha.kz/a/show/688265083,от 28377000 〒,"Алматы, Жетысуский р-н, Райымбека 241","жил. комплекс Maxima City, 9 этажей, 2025 г.п., потолки 2.7м., санузел раздельный, Жилой комплекс Maxima City в Алматы – это идеальное место для комфортной и безопасной жизни. 124 комфортабельн…",0% Рассрочка,1 июля,2024-07-01 10:59:50.000000,Алматы,Жетысуский р-н,,Райымбека,241.0,,76.8912229673712,43.2576842848111
52,683974490,,2-комнатная квартира,48.03 м²,https://krisha.kz/a/show/683974490,от 43707300 〒,"Алматы, Алмалинский р-н, А.Шарипова 100","жил. комплекс Palladium, 9 этажей, 2024 г.п., потолки 3м., санузел совмещенный, Преимущества:",0% Рассрочка,1 июля,2024-07-01 10:59:50.000000,Алматы,Алмалинский р-н,,А.Шарипова,100.0,,,
53,689365686,,1-комнатная квартира,52.6 м²,https://krisha.kz/a/show/689365686,от 36820000 〒,"Алматы, Алмалинский р-н, Ауэзова — Гоголя","жил. комплекс Rams EVO, 15 этажей, 2025 г.п., потолки 3м., санузел совмещенный, 🔥Продажа квартир уже активно идут в офисе Ra…","Ипотека, 0% Рассрочка",30 июня,2024-07-01 10:59:50.000000,Алматы,Алмалинский р-н,,Ауэзова — Гоголя,,,76.8854571891621,43.3275249838754
54,679916901,,3-комнатная квартира,88.3 м²,https://krisha.kz/a/show/679916901,от 40618000 〒,"Алматы, Жетысуский р-н, Есенова 160/3","жил. комплекс Jetisu Park, 13 этажей, 2024 г.п., потолки 2.7м., санузел 2 с/у и более, Jetisu Park – это новый путь, ведущий Вас и Вашу семью к комфортной…","Ипотека, 0% Рассрочка",30 июня,2024-07-01 10:59:50.000000,Алматы,Жетысуский р-н,,Есенова,160.0,3,76.9528791055079,43.2776845466963
55,688394391,,2-комнатная квартира,75.26 м²,https://krisha.kz/a/show/688394391,от 82786000 〒,"Алматы, Минина","жил. комплекс Boulevard Residence, 12 этажей, 2024 г.п., потолки 3м., санузел 2 с/у и более, Преимущества:",,1 июля,2024-07-01 10:59:50.000000,Алматы,,,Минина,,,76.9247461543507,43.2352517317089
56,693826792,,1-комнатная квартира,39.37 м²,https://krisha.kz/a/show/693826792,от 18700750 〒,"Алматы, Алатауский р-н, Бауыржана Момышулы 11/14а","6 этажей, 2025 г.п., потолки 2.7м., санузел совмещенный, Arena City. Sport — жилой комплекс в бигвилле Arena City. Здесь каждый житель ощущает комфорт и удобство, благодаря уникально…","Ипотека, 0% Рассрочка",1 июля,2024-07-01 10:59:50.000000,Алматы,Алатауский р-н,,Бауыржана Момышулы,11.0,14а,,
57,682385934,,1-комнатная квартира,40.65 м²,https://krisha.kz/a/show/682385934,от 22764000 〒,"Алматы, Алатауский р-н, Бауыржана Момышулы — Монке би","жил. комплекс Arena Park, 12 этажей, 2025 г.п., потолки 2.7м., санузел совмещенный, Преимущества:","Ипотека, 0% Рассрочка",30 июня,2024-07-01 11:00:44.000000,Алматы,Алатауский р-н,,Бауыржана Момышулы — Монке би,,,76.7990982703572,43.2726686728269
58,667684880,,3-комнатная квартира,139 м²,https://krisha.kz/a/show/667684880,от 87570000 〒,"Алматы, Бостандыкский р-н, мкр Ерменсай, Ушкемпирова 42","жил. комплекс Silver Hills, 5 этажей, 2022 г.п., потолки 3м., санузел 2 с/у и более, Silver Hills – уникальный жилой комплекс в престижн…","Ипотека, 0% Рассрочка",1 июля,2024-07-01 11:00:44.000000,Алматы,Бостандыкский р-н,мкр Ерменсай,Ушкемпирова,42.0,,76.9306867482009,43.1975783942683
59,665311346,,1-комнатная квартира,47.11 м²,https://krisha.kz/a/show/665311346,от 19786200 〒,"Алматы, Алатауский р-н, мкр Аккент, мкр. Аккент","жил. комплекс Аккент, 16 этажей, 2023 г.п., потолки 2.6м., санузел совмещенный, Ипотека по программе ""7-20-25"" - Недоступна!Договор о предоставления…","Ипотека, 0% Рассрочка",1 июля,2024-07-01 11:00:44.000000,Алматы,Алатауский р-н,мкр Аккент,мкр. Аккент,,,,
60,681823352,,1-комнатная квартира,32.7 м²,https://krisha.kz/a/show/681823352,от 13734000 〒,"Алматы, Алатауский р-н, ул. Момышулы, севернее ул. Монке би","жил. комплекс Каспий, 5 этажей, 2023 г.п., потолки 3м., санузел совмещенный, Многофункциональный современный жилой комплекс «Каспий» - проект застройщика SMR-EURASIA. Комплекс состоит из 2…","7-20-25, Ипотека, 0% Рассрочка",1 июля,2024-07-01 11:00:44.000000,Алматы,Алатауский р-н,,"Момышулы, севернее ул. Монке би",,,76.8429131848556,43.353478399842
61,682695477,,2-комнатная квартира,95.9 м²,https://krisha.kz/a/show/682695477,от 59458000 〒,"Алматы, Наурызбайский р-н, мкр Таусамалы, Жандосова 70а","жил. комплекс Kamenka Park, 3 этажа, 2023 г.п., потолки 3м., санузел совмещенный, Современное название не собьет алматинцев с толку: Таусамалы – это всё та же зеленая Верхняя Каменк…",0% Рассрочка,30 июня,2024-07-01 11:00:44.000000,Алматы,Наурызбайский р-н,мкр Таусамалы,Жандосова,70.0,а,76.9063516573398,43.2347596563076
62,694723365,,4-комнатная квартира,160.85 м²,https://krisha.kz/a/show/694723365,от 129645100 〒,"Алматы, Бостандыкский р-н, Лебедева 1/1","жил. комплекс Verdi, 9 этажей, 2025 г.п., потолки 3м., санузел 2 с/у и более, Преимущества💥Worko…",,30 июня,2024-07-01 11:00:44.000000,Алматы,Бостандыкский р-н,,Лебедева,1.0,1,76.884576462934,43.2265975847744
